Class,MR,MutantType,Live,Killed,Score
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,1,3,0.75
MethodsFromApacheMath,aggregate,arithmetic,0,3,1.0
MethodsFromApacheMath,aggregate,relational,0,7,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,1,3,0.75
MethodsFromApacheMath,aggregate,deletion,1,3,0.75
MethodsFromApacheMath,aggregate,arithmetic,0,2,1.0
MethodsFromApacheMath,aggregate,relational,0,7,1.0
MethodsFromApacheMath,aggregate,conditional,1,0,0.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,1,3,0.75
MethodsFromApacheMath,aggregate,deletion,0,4,1.0
MethodsFromApacheMath,aggregate,arithmetic,55,298,0.8441926345609065
MethodsFromApacheMath,aggregate,relational,7,60,0.8955223880597015
MethodsFromApacheMath,aggregate,conditional,1,12,0.9230769230769231
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,2,10,0.8333333333333334
MethodsFromApacheMath,aggregate,deletion,10,114,0.9193548387096774
MethodsFromApacheMath,aggregate,arithmetic,1,11,0.9166666666666666
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,1,0,0.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,1,5,0.8333333333333334
MethodsFromApacheMath,aggregate,arithmetic,1,23,0.9583333333333334
MethodsFromApacheMath,aggregate,relational,2,13,0.8666666666666667
MethodsFromApacheMath,aggregate,conditional,0,3,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,4,4,0.5
MethodsFromApacheMath,aggregate,deletion,0,16,1.0
MethodsFromApacheMath,aggregate,arithmetic,11,66,0.8571428571428571
MethodsFromApacheMath,aggregate,relational,3,12,0.8
MethodsFromApacheMath,aggregate,conditional,1,3,0.75
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,4,1.0
MethodsFromApacheMath,aggregate,assignment,2,10,0.8333333333333334
MethodsFromApacheMath,aggregate,deletion,4,33,0.8918918918918919
MethodsFromApacheMath,aggregate,arithmetic,1,3,0.75
MethodsFromApacheMath,aggregate,relational,1,6,0.8571428571428571
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,1,3,0.75
MethodsFromApacheMath,aggregate,arithmetic,2,16,0.8888888888888888
MethodsFromApacheMath,aggregate,relational,3,15,0.8333333333333334
MethodsFromApacheMath,aggregate,conditional,2,4,0.6666666666666666
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,1,0,0.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,16,1.0
MethodsFromApacheMath,aggregate,arithmetic,6,20,0.7692307692307693
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,12,1.0
MethodsFromApacheMath,aggregate,arithmetic,11,86,0.8865979381443299
MethodsFromApacheMath,aggregate,relational,5,18,0.782608695652174
MethodsFromApacheMath,aggregate,conditional,0,5,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,5,1.0
MethodsFromApacheMath,aggregate,assignment,2,6,0.75
MethodsFromApacheMath,aggregate,deletion,8,65,0.8904109589041096
MethodsFromApacheMath,aggregate,arithmetic,2,24,0.9230769230769231
MethodsFromApacheMath,aggregate,relational,0,5,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,16,1.0
MethodsFromApacheMath,aggregate,arithmetic,3,14,0.8235294117647058
MethodsFromApacheMath,aggregate,relational,1,3,0.75
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,1,1,0.5
MethodsFromApacheMath,aggregate,assignment,2,2,0.5
MethodsFromApacheMath,aggregate,deletion,1,10,0.9090909090909091
MethodsFromApacheMath,aggregate,arithmetic,11,76,0.8735632183908046
MethodsFromApacheMath,aggregate,relational,5,10,0.6666666666666666
MethodsFromApacheMath,aggregate,conditional,3,1,0.25
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,5,1.0
MethodsFromApacheMath,aggregate,assignment,2,14,0.875
MethodsFromApacheMath,aggregate,deletion,11,42,0.7924528301886793
MethodsFromApacheMath,aggregate,arithmetic,0,2,1.0
MethodsFromApacheMath,aggregate,relational,0,1,1.0
MethodsFromApacheMath,aggregate,conditional,0,0,NaN
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,0,NaN
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,0,NaN
MethodsFromApacheMath,aggregate,arithmetic,0,4,1.0
MethodsFromApacheMath,aggregate,relational,0,3,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,5,1.0
MethodsFromApacheMath,aggregate,arithmetic,1,8,0.8888888888888888
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,1,7,0.875
MethodsFromApacheMath,aggregate,arithmetic,3,11,0.7857142857142857
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,3,4,0.5714285714285714
MethodsFromApacheMath,aggregate,arithmetic,0,2,1.0
MethodsFromApacheMath,aggregate,relational,1,6,0.8571428571428571
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,1,0,0.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,1,3,0.75
MethodsFromApacheMath,aggregate,arithmetic,0,4,1.0
MethodsFromApacheMath,aggregate,relational,2,5,0.7142857142857143
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,4,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,2,1.0
MethodsFromApacheMath,aggregate,relational,2,5,0.7142857142857143
MethodsFromApacheMath,aggregate,conditional,1,0,0.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,1,3,0.75
MethodsFromApacheMath,aggregate,arithmetic,49,305,0.8615819209039548
MethodsFromApacheMath,aggregate,relational,9,58,0.8656716417910447
MethodsFromApacheMath,aggregate,conditional,3,10,0.7692307692307693
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,1,11,0.9166666666666666
MethodsFromApacheMath,aggregate,deletion,16,108,0.8709677419354839
MethodsFromApacheMath,aggregate,arithmetic,0,12,1.0
MethodsFromApacheMath,aggregate,relational,1,3,0.75
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,6,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,23,1.0
MethodsFromApacheMath,aggregate,relational,4,11,0.7333333333333333
MethodsFromApacheMath,aggregate,conditional,0,3,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,3,5,0.625
MethodsFromApacheMath,aggregate,deletion,0,16,1.0
MethodsFromApacheMath,aggregate,arithmetic,14,60,0.8108108108108109
MethodsFromApacheMath,aggregate,relational,3,12,0.8
MethodsFromApacheMath,aggregate,conditional,0,4,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,4,1.0
MethodsFromApacheMath,aggregate,assignment,2,10,0.8333333333333334
MethodsFromApacheMath,aggregate,deletion,4,33,0.8918918918918919
MethodsFromApacheMath,aggregate,arithmetic,0,3,1.0
MethodsFromApacheMath,aggregate,relational,1,6,0.8571428571428571
MethodsFromApacheMath,aggregate,conditional,1,0,0.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,1,1,0.5
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,2,2,0.5
MethodsFromApacheMath,aggregate,arithmetic,3,15,0.8333333333333334
MethodsFromApacheMath,aggregate,relational,3,15,0.8333333333333334
MethodsFromApacheMath,aggregate,conditional,3,3,0.5
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,1,0,0.0
MethodsFromApacheMath,aggregate,assignment,1,3,0.75
MethodsFromApacheMath,aggregate,deletion,3,13,0.8125
MethodsFromApacheMath,aggregate,arithmetic,5,21,0.8076923076923077
MethodsFromApacheMath,aggregate,relational,0,5,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,2,9,0.8181818181818182
MethodsFromApacheMath,aggregate,arithmetic,9,89,0.9081632653061225
MethodsFromApacheMath,aggregate,relational,1,22,0.9565217391304348
MethodsFromApacheMath,aggregate,conditional,0,4,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,1,4,0.8
MethodsFromApacheMath,aggregate,assignment,0,8,1.0
MethodsFromApacheMath,aggregate,deletion,8,65,0.8904109589041096
MethodsFromApacheMath,aggregate,arithmetic,5,21,0.8076923076923077
MethodsFromApacheMath,aggregate,relational,0,5,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,16,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,17,1.0
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,1,10,0.9090909090909091
MethodsFromApacheMath,aggregate,arithmetic,11,76,0.8735632183908046
MethodsFromApacheMath,aggregate,relational,5,10,0.6666666666666666
MethodsFromApacheMath,aggregate,conditional,0,4,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,2,3,0.6
MethodsFromApacheMath,aggregate,assignment,3,13,0.8125
MethodsFromApacheMath,aggregate,deletion,9,44,0.8301886792452831
MethodsFromApacheMath,aggregate,arithmetic,0,1,1.0
MethodsFromApacheMath,aggregate,relational,0,1,1.0
MethodsFromApacheMath,aggregate,conditional,0,0,NaN
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,0,NaN
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,0,NaN
MethodsFromApacheMath,aggregate,arithmetic,0,4,1.0
MethodsFromApacheMath,aggregate,relational,0,3,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,4,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,9,1.0
MethodsFromApacheMath,aggregate,relational,1,3,0.75
MethodsFromApacheMath,aggregate,conditional,1,0,0.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,8,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,14,1.0
MethodsFromApacheMath,aggregate,relational,1,3,0.75
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,7,1.0
MethodsFromApacheMath,aggregate,arithmetic,1,1,0.5
MethodsFromApacheMath,aggregate,relational,1,6,0.8571428571428571
MethodsFromApacheMath,aggregate,conditional,1,0,0.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,2,2,0.5
MethodsFromApacheMath,aggregate,arithmetic,0,3,1.0
MethodsFromApacheMath,aggregate,relational,0,7,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,4,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,3,1.0
MethodsFromApacheMath,aggregate,relational,0,7,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,1,3,0.75
MethodsFromApacheMath,aggregate,arithmetic,15,338,0.9575070821529745
MethodsFromApacheMath,aggregate,relational,5,62,0.9253731343283582
MethodsFromApacheMath,aggregate,conditional,2,11,0.8461538461538461
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,12,1.0
MethodsFromApacheMath,aggregate,deletion,8,116,0.9354838709677419
MethodsFromApacheMath,aggregate,arithmetic,1,12,0.9230769230769231
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,1,5,0.8333333333333334
MethodsFromApacheMath,aggregate,arithmetic,1,22,0.9565217391304348
MethodsFromApacheMath,aggregate,relational,3,12,0.8
MethodsFromApacheMath,aggregate,conditional,0,3,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,1,7,0.875
MethodsFromApacheMath,aggregate,deletion,0,16,1.0
MethodsFromApacheMath,aggregate,arithmetic,10,65,0.8666666666666667
MethodsFromApacheMath,aggregate,relational,0,15,1.0
MethodsFromApacheMath,aggregate,conditional,1,3,0.75
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,4,1.0
MethodsFromApacheMath,aggregate,assignment,1,11,0.9166666666666666
MethodsFromApacheMath,aggregate,deletion,5,32,0.8648648648648649
MethodsFromApacheMath,aggregate,arithmetic,1,2,0.6666666666666666
MethodsFromApacheMath,aggregate,relational,1,6,0.8571428571428571
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,1,3,0.75
MethodsFromApacheMath,aggregate,arithmetic,0,18,1.0
MethodsFromApacheMath,aggregate,relational,3,15,0.8333333333333334
MethodsFromApacheMath,aggregate,conditional,0,6,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,1,15,0.9375
MethodsFromApacheMath,aggregate,arithmetic,0,26,1.0
MethodsFromApacheMath,aggregate,relational,0,5,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,12,1.0
MethodsFromApacheMath,aggregate,arithmetic,9,84,0.9032258064516129
MethodsFromApacheMath,aggregate,relational,3,21,0.875
MethodsFromApacheMath,aggregate,conditional,1,3,0.75
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,1,4,0.8
MethodsFromApacheMath,aggregate,assignment,0,8,1.0
MethodsFromApacheMath,aggregate,deletion,10,63,0.863013698630137
MethodsFromApacheMath,aggregate,arithmetic,3,23,0.8846153846153846
MethodsFromApacheMath,aggregate,relational,0,5,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,1,15,0.9375
MethodsFromApacheMath,aggregate,arithmetic,0,16,1.0
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,11,1.0
MethodsFromApacheMath,aggregate,arithmetic,4,83,0.9540229885057471
MethodsFromApacheMath,aggregate,relational,1,14,0.9333333333333333
MethodsFromApacheMath,aggregate,conditional,0,4,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,5,1.0
MethodsFromApacheMath,aggregate,assignment,1,15,0.9375
MethodsFromApacheMath,aggregate,deletion,5,48,0.9056603773584906
MethodsFromApacheMath,aggregate,arithmetic,0,1,1.0
MethodsFromApacheMath,aggregate,relational,0,0,NaN
MethodsFromApacheMath,aggregate,conditional,0,0,NaN
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,1,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,3,1.0
MethodsFromApacheMath,aggregate,relational,0,3,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,5,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,9,1.0
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,8,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,14,1.0
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,7,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,2,1.0
MethodsFromApacheMath,aggregate,relational,0,7,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,4,1.0
MethodsFromApacheMath,aggregate,arithmetic,1,2,0.6666666666666666
MethodsFromApacheMath,aggregate,relational,0,7,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,4,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,2,1.0
MethodsFromApacheMath,aggregate,relational,0,7,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,4,1.0
MethodsFromApacheMath,aggregate,arithmetic,5,349,0.9858757062146892
MethodsFromApacheMath,aggregate,relational,3,64,0.9552238805970149
MethodsFromApacheMath,aggregate,conditional,0,13,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,1,11,0.9166666666666666
MethodsFromApacheMath,aggregate,deletion,2,122,0.9838709677419355
MethodsFromApacheMath,aggregate,arithmetic,0,13,1.0
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,6,1.0
MethodsFromApacheMath,aggregate,arithmetic,4,20,0.8333333333333334
MethodsFromApacheMath,aggregate,relational,0,15,1.0
MethodsFromApacheMath,aggregate,conditional,0,3,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,8,1.0
MethodsFromApacheMath,aggregate,deletion,0,16,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,74,1.0
MethodsFromApacheMath,aggregate,relational,0,15,1.0
MethodsFromApacheMath,aggregate,conditional,0,4,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,4,1.0
MethodsFromApacheMath,aggregate,assignment,0,12,1.0
MethodsFromApacheMath,aggregate,deletion,1,36,0.972972972972973
MethodsFromApacheMath,aggregate,arithmetic,0,4,1.0
MethodsFromApacheMath,aggregate,relational,0,7,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,4,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,18,1.0
MethodsFromApacheMath,aggregate,relational,1,17,0.9444444444444444
MethodsFromApacheMath,aggregate,conditional,0,6,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,16,1.0
MethodsFromApacheMath,aggregate,arithmetic,0,26,1.0
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,12,1.0
MethodsFromApacheMath,aggregate,arithmetic,2,94,0.9791666666666666
MethodsFromApacheMath,aggregate,relational,0,23,1.0
MethodsFromApacheMath,aggregate,conditional,0,5,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,6,1.0
MethodsFromApacheMath,aggregate,assignment,0,8,1.0
MethodsFromApacheMath,aggregate,deletion,0,73,1.0
MethodsFromApacheMath,aggregate,arithmetic,1,25,0.9615384615384616
MethodsFromApacheMath,aggregate,relational,0,5,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,1,1.0
MethodsFromApacheMath,aggregate,assignment,0,0,NaN
MethodsFromApacheMath,aggregate,deletion,0,16,1.0
MethodsFromApacheMath,aggregate,arithmetic,1,17,0.9444444444444444
MethodsFromApacheMath,aggregate,relational,0,4,1.0
MethodsFromApacheMath,aggregate,conditional,0,1,1.0
MethodsFromApacheMath,aggregate,shift,0,0,NaN
MethodsFromApacheMath,aggregate,logical,0,2,1.0
MethodsFromApacheMath,aggregate,assignment,0,4,1.0
MethodsFromApacheMath,aggregate,deletion,0,11,1.0
MethodsFromApacheMath,aggregate,arithmetic,3,84,0.9655172413793104
MethodsFromApacheMath,aggregate,relational,0,15,1.0
